ST_NAME,PC_NAME,ST_CODE,PC_CODE,Res,PC_NAME2,myneta PC_NAME_myneta PC_Name,myneta Sno,myneta Candidate,myneta Party,myneta Criminal Case,myneta Education,myneta Education Points,myneta Total Assets,myneta Liabilities
AP,Anakapalli,S01,22,GEN,Anakapalle,Anakapalle,24,Muttamsetti Srinivasa Rao,TDP,1,Illiterate,0,213294327,64899193
BR,Araria,S04,9,GEN,Araria,,35,Taslim Uddin,RJD,4,Literate,5,42368468,1026919
DN,Dadra & Nagar Haveli,U03,1,ST,Dadra & Nagar Haveli,,139,Natubhai G. Patel,BJP,5,5th Pass,5,154760217,62286836
GJ,Surendranagar,S06,9,GEN,Surendranagar,,492,Fatepara Devajibhai Govindbhai,BJP,1,Literate,5,11685000,0
JH,Rajmahal,S27,1,ST,Rajmahal,,431,Vijay Kumar Hansdak,JMM,1,5th Pass,5,6863306,0
MH,Mumbai North,S13,26,GEN,Mumbai North,,354,Gopal Chinayya Shetty,BJP,10,5th Pass,5,95617889,0
RJ,Bharatpur,S20,9,SC,Bharatpur,,93,Bahadur Singh,BJP,0,Literate,5,19142363,1333100
UP,Amroha,S24,9,GEN,Amroha,,23,Kanwar Singh Tanwar,BJP,0,5th Pass,5,1788430770,4036151
UP,Ghosi,S24,70,GEN,Ghosi,,191,Harinarayan Rajbhar,BJP,0,Literate,5,23403964,0
UP,Robertsganj,S24,80,SC,Robertsganj,,443,Chhote Lal,BJP,0,5th Pass,5,3687361,55313
UP,Jhansi,S24,46,GEN,Jhansi,,246,Uma Bharti,BJP,13,5th Pass,5,14376218,0
WB,Medinipur,S25,34,GEN,Medinipur,,346,Sandhya Roy,AITC,0,Literate,5,31031095,0
BR,Munger,S04,28,GEN,Munger,,360,Veena Devi,LJP,0,8th Pass,8,31162836,0
BR,Gaya,S04,38,SC,Gaya,,187,Hari Manjhi,BJP,1,8th Pass,8,10184120,2000000
DD,Daman & Diu,U04,1,GEN,Daman & Diu,,142,Patel Lalubhai Babubhai,BJP,0,8th Pass,8,144931238,1234039
GJ,Sabar Kantha,S06,5,GEN,Sabarkantha,Sabarkantha,445,Rathod Dipsinh Shankarsinh,BJP,0,8th Pass,8,20700176,417585
GJ,Rajkot,S06,10,GEN,Rajkot,,430,Mohanbhai Kalyanjibhai Kundariya,BJP,0,8th Pass,8,39512950,2335530
KL,Chalakudy,S11,11,GEN,Chalakudy,,115,Innocent,IND,0,8th Pass,8,54474761,1303000
MH,Maval,S13,33,GEN,Maval,,341,Barne Shrirang Chandu,SHS,2,8th Pass,8,665047926,11799786
PB,Khadoor Sahib,S19,3,GEN,Khadoor Sahib,,281,Ranjit Singh Brahmpura,SAD,0,8th Pass,8,177814755,4200000
RJ,Banswara,S20,20,ST,Banswara,,65,Manshankar Ninama,BJP,0,8th Pass,8,4040285,870146
AP,Eluru,S01,27,GEN,Eluru,,167,Venkateswara Rao Maganti,TDP,2,10th Pass,10,129394729,55294433
AP,Kurnool,S01,35,GEN,Kurnool,,306,Butta Renuka,Yuvajana Sramika Rythu Congress Party,1,10th Pass,10,2426240513,312279927
AP,Vizianagaram,S01,20,GEN,Vizianagaram,,536,Ashok Gajapathi Raju Pusapati,TDP,0,10th Pass,10,39054905,
AP,Vijayawada,S01,29,GEN,Vijayawada,,532,Srinivas Kesineni,TDP,3,10th Pass,10,1284122669,715462989
AS,Dibrugarh,S03,13,GEN,Dibrugarh,,159,Rameshwar Teli,BJP,0,10th Pass,10,977943,0
BR,Valmiki Nagar,S04,1,GEN,Valmiki Nagar,,527,Satish Dubey,BJP,3,10th Pass,10,6061576,626789
BR,Samastipur,S04,23,SC,Samastipur,,450,Ram Chandra Paswan,LJP,3,10th Pass,10,13058612,0
CG,Raigarh,S26,2,ST,Raigarh,,425,Vishnudev Sai,BJP,0,10th Pass,10,21576220,1819686
CG,Kanker,S26,11,ST,Kanker,,264,Vikram Usendi,BJP,0,10th Pass,10,23376000,869000
DL,East Delhi,U05,3,GEN,East Delhi,,166,Mahesh Giri,BJP,1,10th Pass,10,5216375,400000
GJ,Panch Mahals,S06,18,GEN,Panchmahal,Panchmahal,399,Chauhan Prabhatsinh Pratapsinh,BJP,3,10th Pass,10,10464000,0
GJ,Anand,S06,16,GEN,Anand,,25,Patel Dilipbhai Manibhai,BJP,4,10th Pass,10,75998610,7632620
GJ,Navsari,S06,25,GEN,Navsari,,382,Patil Chandrakant Raghunath,BJP,7,10th Pass,10,744761133,405888122
GJ,Mahesana,S06,4,GEN,Mahesana,,328,Patel Jayshreeben Kanubhai,BJP,0,10th Pass,10,13278493,1814057
HP,Mandi,S08,2,GEN,Mandi,,334,Ram Swaroop Sharma,BJP,0,10th Pass,10,10178871,571823
HR,Sirsa,S07,3,SC,Sirsa,,475,Charanjeet Singh,INLD,0,10th Pass,10,8146887,3260000
JH,Dumka,S27,2,ST,Dumka,,164,Shibu Soren,JMM,0,10th Pass,10,46760684,1479721
JH,Ranchi,S27,8,GEN,Ranchi,,438,Ramtahal Choudhary,BJP,0,10th Pass,10,10743950,0
JK,Jammu,S09,6,GEN,Jammu,,237,Jugal Kishore,BJP,0,10th Pass,10,26824308,300000
KA,Koppal,S10,8,GEN,Koppal,,298,Sanganna A. Karadi,BJP,1,10th Pass,10,12127000,6848000
KA,Davanagere,S10,13,GEN,Davanagere,,147,G.M. Siddeshwara,BJP,0,10th Pass,10,232375703,17951455
KA,Dakshina Kannada,S10,17,GEN,Dakshina Kannada,,141,Nalin Kumar Katil,BJP,1,10th Pass,10,8789001,1493367
KL,Ponnani,S11,7,GEN,Ponnani,,413,E. T. Mohammed Basheer,IUML,0,10th Pass,10,13216259,0
MP,Dhar,S12,25,ST,Dhar,,151,Savitri Thakur,BJP,0,10th Pass,10,9606464,1582845
MP,Ratlam,S12,24,ST,Ratlam,,439,Dileep Singh Bhuriya,BJP,0,10th Pass,10,12259882,0
MH,Madha,S13,43,GEN,Madha,,319,Mohite Patil Vijaysinh Shankarrao,NCP,1,10th Pass,10,170253390,9774791
MH,Sangli,S13,44,GEN,Sangli,,453,Sanjaykaka Patil,BJP,0,10th Pass,10,108791027,19198050
MH,Wardha,S13,8,GEN,Wardha,,538,Ramdas Chandrabhanji Tadas,BJP,5,10th Pass,10,33628998,1749314
MH,Parbhani,S13,17,GEN,Parbhani,,400,Jadhav Sanjay (Bandu) Haribhau,SHS,7,10th Pass,10,31016711,5976851
MH,Raigarh,S13,32,GEN,Raigarh,,425,Vishnudev Sai,BJP,0,10th Pass,10,21576220,1819686
MH,Hatkanangle,S13,48,GEN,Hatkanangle,,210,Raju Shetty,Swabhimani Paksha,12,10th Pass,10,9896221,1504152
MH,Chandrapur,S13,13,GEN,Chandrapur,,120,Ahir Hansraj Gangaram,BJP,11,10th Pass,10,15548000,99500
MH,Shirdi,S13,38,SC,Shirdi,,467,Lokhande Sadashiv Kisan,SHS,1,10th Pass,10,38294539,1497168
MH,Ahmadnagar,S13,37,GEN,Ahmednagar,Ahmednagar,5,Gandhi Dilipkumar Mansukhlal,BJP,16,10th Pass,10,65316725,34176876
MH,Thane,S13,25,GEN,Thane,,498,Vichare Rajan Baburao,SHS,13,10th Pass,10,102091612,13054217
OD,Kendujhar,S18,4,ST,Keonjhar,Keonjhar,280,Sakuntala Laguri,BJD,0,10th Pass,10,101531625,0
PB,Hoshiarpur,S19,5,SC,Hoshiarpur,,218,Vijay Sampla,BJP,0,10th Pass,10,15164322,4020543
PB,Firozpur,S19,10,GEN,Firozpur,,180,Sher Singh Ghubaya,SAD,0,10th Pass,10,96121057,5133876
PB,Bathinda,S19,11,GEN,Bathinda,,82,Harsimrat Kaur Badal,SAD,0,10th Pass,10,1081664910,412634299
RJ,Jalore,S20,18,GEN,Jalore,,235,Devji Patel,BJP,0,10th Pass,10,51846777,12780726
TN,Krishnagiri,S22,9,GEN,Krishnagiri,,304,Ashok Kumar.K,AIADMK,3,10th Pass,10,1176436,0
TN,Virudunagar,S22,34,GEN,Virudhunagar,Virudhunagar,534,Radhakrishnan,AIADMK,0,10th Pass,10,43736485,5273447
UP,Aonla,S24,24,GEN,Aonla,,30,Dharmendra Kumar,BJP,0,10th Pass,10,5364652,0
UP,Aligarh,S24,15,GEN,Aligarh,,11,Satish Kumar,BJP,1,10th Pass,10,52180006,754800
UP,Akbarpur,S24,44,SC,Akbarpur,,7,Devendra Singh Urf Bhole Singh,BJP,0,10th Pass,10,28546617,559965
UP,Moradabad,S24,6,GEN,Moradabad,,352,Kunwar Sarvesh Kumar,BJP,4,10th Pass,10,72866898,600000
WB,Baharampur,S25,10,GEN,Baharampur,,49,Adhir Ranjan Chowdhury,INC,16,10th Pass,10,81465854,0
WB,Ghatal,S25,32,GEN,Ghatal,,188,Deepak Adhikari (Dev),AITC,0,10th Pass,10,152447159,17493227
AP,Khammam,S01,17,GEN,Khammam,,284,Ponguleti Srinivasa Reddy,Yuvajana Sramika Rythu Congress Party,0,12th Pass,12,346150516,1240000
AP,Rajahmundry,S01,25,GEN,Rajahmundry,,427,Murali Mohan Maganti,TDP,1,12th Pass,12,180822216,12245000
AP,Nalgonda,S01,13,GEN,Nalgonda,,374,Gutha Sukhender Reddy,INC,1,12th Pass,12,85907866,10103677
AP,Nagarkurnool,S01,12,SC,Nagarkurnool,,368,Nandi Yellaiah,INC,0,12th Pass,12,7048969,0
AP,Machilipatnam,S01,28,GEN,Machilipatnam,,318,Konakalla Narayana Rao,TDP,0,12th Pass,12,34850000,9800000
AP,Anantapur,S01,36,GEN,Anantapur,,27,Jutur Chinna Reddy Divakar Reddy,TDP,0,12th Pass,12,226481020,3265000
AP,Malkajgiri,S01,7,GEN,Malkajgiri,,333,Ch.Malla Reddy,TDP,0,12th Pass,12,488525332,6328146
AS,Karimganj,S03,1,SC,Karimganj,,272,Radheshyam Biswas,AIUDF,0,12th Pass,12,7068281,0
AS,Kokrajhar,S03,5,ST,Kokrajhar,,292,Naba Kumar Sarania,IND,3,12th Pass,12,2155559,0
BR,Supaul,S04,8,GEN,Supaul,,490,Ranjeet Ranjan,INC,5,12th Pass,12,81242965,0
BR,Purnia,S04,12,GEN,Purnia,,418,Santosh Kumar,JD(U),3,12th Pass,12,22316594,1406515
BR,Nalanda,S04,29,GEN,Nalanda,,373,Kaushlendra Kumar,JD(U),0,12th Pass,12,11812717,477000
BR,Bhagalpur,S04,26,GEN,Bhagalpur,,91,Shailesh Kumar Urph Bulo Mandal,RJD,1,12th Pass,12,20216734,0
BR,Jamui,S04,40,SC,Jamui,,239,Chirag Kumar Paswan,LJP,0,12th Pass,12,10414470,4458954
CG,Janjgir-Champa,S26,3,SC,Janjgir-Champa,,241,Smt. Kamla Patle,BJP,0,12th Pass,12,18224350,0
CG,Raipur,S26,8,GEN,Raipur,,426,Ramesh Bais,BJP,0,12th Pass,12,73190135,274902
CG,Durg,S26,7,GEN,Durg,,165,Tamradwaj Sahu,INC,0,12th Pass,12,21002226,1777720
GJ,Junagadh,S06,13,GEN,Junagadh,,251,Chudasama Rajeshbhai Naranbhai,BJP,1,12th Pass,12,7446059,1110690
GJ,Kheda,S06,17,GEN,Kheda,,287,Chauhan Devusinh Jesingbhai,BJP,0,12th Pass,12,9426376,1047919
GJ,Amreli,S06,14,GEN,Amreli,,21,Kachhadiya Naranbhai Bhikhabhai,BJP,2,12th Pass,12,34164801,4971590
GJ,Ahmadabad (East),S06,7,GEN,Ahmedabad East,Ahmedabad East,3,Paresh Dahyalal Rawal,BJP,0,12th Pass,12,795211576,81472461
JH,Jamshedpur,S27,9,GEN,Jamshedpur,,543,Bidyut Baran Mahato,BJP,3,12th Pass,12,1414063,
JH,Singhbhum,S27,10,ST,Singhbhum,,474,Laxman Giluwa,BJP,4,12th Pass,12,8094301,108145
KA,Chikkodi,S10,1,GEN,Chikkodi,,130,Prakash Hukkeri,INC,0,12th Pass,12,75717628,3635650
KA,Bangalore Rural,S10,23,GEN,Bangalore Rural,,59,D.K.Suresh,INC,8,12th Pass,12,858713138,184854756
KA,Mandya,S10,20,GEN,Mandya,,337,C.S.Puttaraju,JD(S),0,12th Pass,12,45209196,11231000
KA,Uttara Kannada,S10,12,GEN,Uttara Kannada,,523,Anantkumar Hegde,BJP,0,12th Pass,12,32367360,15139611
KA,Shimoga,S10,14,GEN,Shimoga,,466,B.S. Yeddyurappa,BJP,9,12th Pass,12,69746267,500000
KA,Bangalore Central,S10,25,GEN,Bangalore Central,,57,P.C. Mohan,BJP,2,12th Pass,12,475796999,261111285
MP,Dewas,S12,21,SC,Dewas,,149,Manohar Untwal,BJP,0,12th Pass,12,6336490,1448086
MP,Morena,S12,1,GEN,Morena,,353,Anoop Mishra,BJP,0,12th Pass,12,110523112,6878160
MH,Buldana,S13,5,GEN,Buldhana,Buldhana,113,Jadhav Prataprao Ganpatrao,SHS,2,12th Pass,12,36033147,684092
MH,Satara,S13,45,GEN,Satara,,458,Shrimant Chh. Udayanraje Pratapsinha Bhonsale,NCP,23,12th Pass,12,606089208,312941
MH,Garhchiroli - Chimur,S13,12,ST,Gadchiroli-Chimur,Gadchiroli-Chimur,181,Ashok Mahadeorao Nete,BJP,0,12th Pass,12,12125676,5830550
MH,Nashik,S13,21,GEN,Nashik,,381,Godse Hement Tukaram,SHS,1,12th Pass,12,83611067,23559648
OD,Jajapur,S18,8,SC,Jajpur,Jajpur,230,Rita Tarai,BJD,0,12th Pass,12,1622003,0
PB,Sangrur,S19,12,GEN,Sangrur,,454,Bhagwant Mann,AAP,0,12th Pass,12,43057512,16281200
PB,Ludhiana,S19,7,GEN,Ludhiana,,316,Ravneet Singh Bittu,INC,0,12th Pass,12,31509170,192000
RJ,Tonk - Sawai Madhopur,S20,12,GEN,Tonk-Sawai Madhopur,Tonk-Sawai Madhopur,511,Sukhbir Singh Jaunapuria,BJP,0,12th Pass,12,714124612,0
RJ,Jaipur,S20,7,GEN,Jaipur,,228,Ramcharan Bohara,BJP,0,12th Pass,12,135809546,23871000
TN,Mayiladuthurai,S22,28,GEN,Mayiladuthurai,,343,Bharathi Mohan R.K,AIADMK,1,12th Pass,12,7378589,969756
TN,Kancheepuram,S22,6,SC,Kancheepuram,,261,Maragatham K,AIADMK,0,12th Pass,12,18949050,4468600
TN,Thanjavur,S22,30,GEN,Thanjavur,,499,Parasuraman.K,AIADMK,0,12th Pass,12,146049347,27954352
TR,Tripura East,S23,2,ST,Tripura East,,512,Jitendra Choudhury,CPI(M),0,12th Pass,12,11322979,2030773
UK,Almora,S28,3,SC,Almora,,14,Ajay Tamta,BJP,0,12th Pass,12,6366653,2757846
UK,Tehri Garhwal,S28,1,GEN,Tehri Garhwal,,495,Mala Rajya Laxmi Shah,BJP,0,12th Pass,12,1662109875,14900000
UP,Pilibhit,S24,26,GEN,Pilibhit,,410,Maneka Sanjay Gandhi,BJP,1,12th Pass,12,374132826,219202
UP,Dhaurahra,S24,29,GEN,Dhaurahra,,154,Rekha,BJP,0,12th Pass,12,10435468,2375000
UP,Fatehpur Sikri,S24,19,GEN,Fatehpur Sikri,,178,Babulal,BJP,3,12th Pass,12,73028848,16390000
UP,Mohanlalganj,S24,34,SC,Mohanlalganj,,351,Kaushal Kishore,BJP,2,12th Pass,12,21128221,0
UP,Salempur,S24,71,GEN,Salempur,,449,Ravindra Kushawaha,BJP,0,12th Pass,12,7134477,0
UP,Fatehpur,S24,49,GEN,Fatehpur,,177,Sadhavi Niranjan Jyoti,BJP,1,12th Pass,12,3763779,176616
UP,Machhlishahr,S24,74,SC,Machhlishahr,,317,Ram Charitra Nishad,BJP,0,12th Pass,12,8641278,0
UP,Banda,S24,48,GEN,Banda,,56,Bhairon Prasad Mishra,BJP,3,12th Pass,12,50034910,600000
WB,Bishnupur,S25,37,SC,Bishnupur,,109,Saumitra Khan,AITC,1,12th Pass,12,1197255,0
WB,Kanthi,S25,31,GEN,Kanthi,,269,Sisir Kumar Adhikari,AITC,1,12th Pass,12,19498381,0
KL,Kannur,S11,2,GEN,Kannur,,267,P K Sreemathi,CPI(M),8,"Pre-degree, Teacher's training",13,16939970,0
GJ,Bardoli,S06,23,ST,Bardoli,,73,Parbhubhai Nagarbhai Vasava,BJP,1,Diploma,14,15909957,1353400
KA,Hassan,S10,16,GEN,Hassan,,208,H.D. Devegowda,JD(S),0,Diploma,14,42721242,8648283
MH,Shirur,S13,36,GEN,Shirur,,468,Adhalrao Shivaji Dattatrey,SHS,10,Pre Degree,14,253880475,61810866
MH,Mumbai North-Central,S13,29,GEN,Mumbai North Central,Mumbai North Central,355,Poonam Mahajan Alias Poonam Vajendla Rao,BJP,0,Diploma,14,1080867626,414479088
MH,Mumbai South-Central,S13,30,GEN,Mumbai South Central,Mumbai South Central,359,Shewale Rahul Ramesh,SHS,1,Diploma,14,13304397,10502345
OD,Sundargarh,S18,2,ST,Sundargarh,,489,Jual Oram,BJP,1,Diploma,14,24202170,0
UP,Rae Bareli,S24,36,GEN,Rae Bareli,,421,Sonia Gandhi,INC,0,English Course,14,92895288,0
AN,Andaman & Nicobar Islands,U01,1,GEN,Andaman & Nicobar Islands,,29,Bishnu Pada Ray,BJP,1,Graduate,15,5658980,175115
AP,Zahirabad,S01,5,GEN,Zahirabad,,542,B.B.Patil,TRS,0,Graduate,15,1023173039,83517670
AP,Medak,S01,6,GEN,Medak,,345,Kalvakuntla Chandrashekar Rao,TRS,2,Graduate,15,151582464,78753620
AP,Secunderabad,S01,8,GEN,Secunderabad,,460,Bandaru Dattatreya,BJP,3,Graduate,15,98255148,405469
AP,Narsapuram,S01,26,GEN,Narsapuram,,380,Gokaraju Ganga Raju,BJP,1,Graduate,15,2883567122,168501286
AP,Narasaraopet,S01,31,GEN,Narasaraopet,,379,Rayapati Sambasiva Rao,TDP,2,Graduate,15,595838093,56263516
AP,Guntur,S01,30,GEN,Guntur,,199,Jayadev Galla,TDP,0,Graduate,15,6830581361,202334283
AP,Kakinada,S01,23,GEN,Kakinada,,256,Thota Venkata Narasimham,TDP,0,Graduate,15,17495976,120000
AP,Hindupur,S01,37,GEN,Hindupur,,213,Kristappa Nimmala,TDP,2,Graduate,15,35793637,998480
AP,Mahbubnagar,S01,11,GEN,Mahbubnagar,,327,A P Jithender Reddy,TRS,4,Graduate,15,140831576,1386969
AR,Arunachal East,S02,2,GEN,Arunachal East,,37,Ninong Ering,INC,0,Graduate,15,88065000,0
AS,Mangaldoi,S03,8,GEN,Mangaldoi,,338,Ramen Deka,BJP,0,Graduate,15,14782357,5400953
AS,Barpeta,S03,6,GEN,Barpeta,,77,Siraj Uddin Ajmal,AIUDF,0,Graduate,15,670806607,0
BR,Muzaffarpur,S04,15,GEN,Muzaffarpur,,363,Ajay Nishad,BJP,0,Graduate,15,145712654,989888
BR,Siwan,S04,18,GEN,Siwan,,479,Om Prakash Yadav,BJP,1,Graduate,15,2213023,1956467
BR,Vaishali,S04,16,GEN,Vaishali,,526,Rama Kishore Singh,LJP,4,Graduate,15,21610218,3323006
BR,Madhubani,S04,6,GEN,Madhubani,,321,Hukum Deo Narayan Yadav,BJP,0,Graduate,15,77978890,0
BR,Darbhanga,S04,14,GEN,Darbhanga,,144,Kirti Azad,BJP,4,Graduate,15,28531267,431860
BR,Maharajganj,S04,19,GEN,Maharajganj,,325,Janardan Singh Sigriwal,BJP,4,Graduate,15,4795223,14000
BR,Madhepura,S04,13,GEN,Madhepura,,320,Rajesh Ranjan Urf Pappu Yadav,RJD,24,Graduate,15,81242966,956306
BR,Nawada,S04,39,GEN,Nawada,,383,Giriraj Singh,BJP,1,Graduate,15,50054771,0
BR,Katihar,S04,11,GEN,Katihar,,277,Shah Tariq Anwar,NCP,1,Graduate,15,104600951,20454853
BR,Khagaria,S04,25,GEN,Khagaria,,282,Choudhary Mahboob Ali Kaiser,LJP,1,Graduate,15,66569502,0
BR,Pataliputra,S04,31,GEN,Pataliputra,,402,Ram Kripal Yadav,BJP,1,Graduate,15,13989431,2100000
BR,Buxar,S04,33,GEN,Buxar,,114,Ashwini Kumar Choubey,BJP,0,Graduate,15,22094499,1923552
BR,Patna Sahib,S04,30,GEN,Patna Sahib,,406,Shatrughan Sinha,BJP,1,Graduate,15,1317405961,168760929
BR,Purba Champaran,S04,3,GEN,Purvi Champaran,Purvi Champaran,420,Radha Mohan Singh,BJP,0,Graduate,15,22558073,4270360
BR,Ujiapur,S04,22,GEN,Ujiarpur,Ujiarpur,519,Nityanand Rai,BJP,1,Graduate,15,146743540,3965423
GA,North Goa,S05,1,GEN,North Goa,,389,Shripad Yesso Naik,BJP,0,Graduate,15,37019154,837843
GJ,Surat,S06,24,GEN,Surat,,491,Jardosh Darshnaben Vikrambhai,BJP,0,Graduate,15,18038444,2020458
GJ,Jamnagar,S06,12,GEN,Jamnagar,,238,Maadam Poonamben Hematbhai,BJP,0,Graduate,15,174372249,62824615
GJ,Banas Kantha,S06,2,GEN,Banaskantha,Banaskantha,55,Chaudhry Haribhai Parthibhai,BJP,0,Graduate,15,15773564,0
GJ,Porbandar,S06,11,GEN,Porbandar,,414,Radadiya Vithalbhai Hansrajbhai,BJP,10,Graduate,15,73003639,316000
HR,Krukshetra,S07,2,GEN,Kurukshetra,Kurukshetra,307,Rajkumar Saini,BJP,0,Graduate,15,132880476,23262108
HR,Karnal,S07,5,GEN,Karnal,,274,Ashwini Kumar,BJP,6,Graduate,15,698638135,153937858
HR,Hisar,S07,4,GEN,Hisar,,215,Dushyant Chautala,INLD,0,Graduate,15,361326990,68744460
HR,Bhiwani - Mahendragarh,S07,8,GEN,Bhiwani-Mahendragarh,Bhiwani-Mahendragarh,99,Dharambir,BJP,0,Graduate,15,50057200,4530000
JH,Palamu,S27,13,SC,Palamau,Palamau,396,Vishnu Dayal Ram,BJP,0,Graduate,15,24753886,0
JH,Dhanbad,S27,7,GEN,Dhanbad,,150,Pashupati Nath Singh,BJP,1,Graduate,15,24248150,0
JH,Lohardaga,S27,12,ST,Lohardaga,,314,Sudarshan Bhagat,BJP,0,Graduate,15,9031009,178967
JH,Giridih,S27,6,GEN,Giridih,,192,Ravindra Kumar Pandey,BJP,0,Graduate,15,73376970,1970628
KA,Bijapur,S10,4,SC,Bijapur,,104,Ramesh Jigajinagi,BJP,2,Graduate,15,89429828,5305043
KA,Haveri,S10,10,GEN,Haveri,,211,Udasi Shivakumar Channabasappa,BJP,0,Graduate,15,576693538,54423645
KA,Dharwad,S10,11,GEN,Dharwad,,153,Pralhad Joshi,BJP,1,Graduate,15,41979658,6739989
KA,Bellary,S10,9,ST,Bellary,,86,B Sreeramulu,BJP,8,Graduate,15,151392844,4050947
KL,Pathanamthitta,S11,17,GEN,Pathanamthitta,,404,Anto Antony,INC,0,Graduate,15,5410884,4211050
KL,Kozhikode,S11,5,GEN,Kozhikode,,303,M .K Raghavan,INC,0,Graduate,15,6164901,1558128
MP,Balaghat,S12,15,GEN,Balaghat,,51,Bodhsingh Bhagat,BJP,0,Graduate,15,24959436,1393732
MP,Hoshangabad,S12,17,GEN,Hoshangabad,,217,Uday Pratap Singh,BJP,1,Graduate,15,133375092,3775714
MP,Gwalior,S12,3,GEN,Gwalior,,202,Narendra Singh Tomar,BJP,1,Graduate,15,11412622,4531444
MP,Rajgarh,S12,20,GEN,Rajgarh,,429,Rodmal Nagar,BJP,0,Graduate,15,28569974,3586473
